Product,Unit_Number,Device_Manufacturer,Device,CT,Contract_Number,Business_Part,Contract_Type,Call_Base_Address,Call_Base_Postcode,Call_Base_Location,Call_Base_House_Number,Date_of_Obligation_Effort,Next_Maintenance,Year_of_Construction,Reference,Device_Condition,Expansion_Tank_Condition,Flue_Gas_Discharge_Condition,Air_Supply_Condition,Appendages_Condition,Maintenance_Frequency,Date_Maintenance_Performed,CallNumberPre,CallNumberExt,LogDate,STATUS,Location,PRODUCT,UnitNr,CallType,PlanDate,ContractNr,POSTCODE,HouseNr,Description,TechRemark,CALL_PREFIX,CALL_SUFFIX,FAULT_CODE,CREATE_DATE,Duration_From_Installation,Duration_CREATE_DATE,Event,Expansion_Tank_Condition_binned_medium,Expansion_Tank_Condition_binned_high,Expansion_Tank_Condition_time
REM007768357    ,2219378170,REMEHA         ,AVANTA ACE HR COMBI KETEL 28C CW4 60/100          ,Z110      ,E0020127    ,Z,ZAKELIJK BASIS 12 M           ,EUROPALAAN 837                          ,6441 VW             ,BRUNSSUM                                ,0837      ,2023-04-17,OH,1970-01-01 00:00:00.000002020,ALGEMENE RUIMTE 1E VERD,1.0,1.0,1.0,1.0,1.0,12M ,2020-12-09,4846182.0,1.0,2020-12-03,AFGESLOTEN,lo00526118,REM007768357    ,2219378170               ,OHGO            ,2020-12-09,E0020127    ,6441 VW             ,0837      , ONDERHOUD GROOT 1/2 VTV BELLEN 0620615927        ,rookgasafvoer vervangen 45 gr en rechte stuk      ,4846182.0,1.0,26141,2020-12-09,6,0,1,False,False,6.0
REM000090260    ,201801010871,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,PAULUS POTTERSTRAAT 41                  ,6181 AX             ,ELSLOO LB                               ,0041      ,2023-04-19,OHKL,1970-01-01 00:00:00.000002007,ZOLDER,1.0,1.0,1.0,2.0,2.0,24M ,2023-04-19,5078113.0,1.0,2022-02-07,AFGESLOTEN,lo01011152,REM000090260    ,201801010871             ,OHKLST          ,2022-05-13,E0018712    ,6181 AX             ,0041      ,"ONDERHOUD KLEIN + GWW, BEGRIJPT MIJ NIET PRAAT    ",klant kan bijna geen nederlands..                 ,5078113.0,1.0,27200,2022-05-13,436,341,1,False,False,436.0
REM000090259    ,2478179774,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,PAPENWEG 27                             ,6241 BR             ,BUNDE                                   ,0027      ,2020-07-17,OHKL,1970-01-01 00:00:00.000002006,BERGING,3.0,1.0,2.0,2.0,2.0,24M ,2020-07-17,4774002.0,1.0,2020-03-13,WOO       ,lo00089161,REM000090259    ,2478179774               ,OHGO            ,2020-07-14,E0009508    ,6241 BR             ,0027      ,ONDERHOUD UITVOEREN                               ,wisselaar vv tevens onderhoud uitvoeren           ,4774002.0,1.0,32100,2020-07-14,126,3,1,False,False,126.0
REM000090260    ,09338079370,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z336      ,E0009559    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,DWARSSTRAAT 5                           ,6361 XM             ,NUTH                                    ,0005      ,2023-06-08,OHKL,1970-01-01 00:00:00.000002009,BERGING,3.0,1.0,2.0,4.0,2.0,24M ,2023-06-08,4605028.0,1.0,2019-02-17,AFGESLOTEN,lo00506510,REM000090260    ,09338079370              ,OHGO            ,2019-06-03,E0009559    ,6361 XM             ,0005      ,PM  ONDERHOUD UITVOEREN                           ,reistijd inclusief pauze                          ,4605028.0,1.0,30500,2019-06-03,1572,1466,1,False,False,1572.0
REM000090260    ,1216304636330,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,3100      ,50097843    ,P,COMFORT PLUS                  ,DE SAUVEURSPLANTSOEN 16                 ,6235 AM             ,ULESTRATEN                              ,0016      ,2022-11-24,OHGO,1970-01-01 00:00:00.000002012,BIJKEUKEN,1.0,1.0,2.0,2.0,1.0,24M ,2022-11-24,5030701.0,1.0,2022-01-18,AFGESLOTEN,lo00009598,REM000090260    ,1216304636330            ,OHKL            ,2022-11-24,50097843    ,6235 AM             ,0016      ,ONDERHOUD KLEIN/VVV                               ,veiligheidssensor geplaatst en broekstuk afgetaped,5030701.0,1.0,12700,2022-11-24,310,0,1,False,False,310.0
REM000090260    ,0909306441420,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,BURGEMEESTER BINCKHORSTSTRAAT 16        ,6231 GV             ,MEERSSEN                                ,0016      ,2023-03-15,OHKL,1970-01-01 00:00:00.000002009,ZOLDER,1.0,1.0,1.0,1.0,2.0,24M ,2023-03-15,4706367.0,2.0,2019-11-18,AFGESLOTEN,lo00360038,REM000090260    ,0909306441420            ,ST              ,2019-11-19,E0009508    ,6231 GV             ,0016      ,LEKTEST UITVOEREN IOV CLIFF                       ,systeem ontlucht mevr. kan dit niet. en nogmaals b,4706367.0,1.0,30500,2019-11-19,1213,1212,1,False,False,1213.0
REM000090260    ,1105201759870,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,HEERSTRAAT-NOORD 87                     ,6171 CE             ,STEIN LB                                ,0087      ,2022-03-18,OHKL,1970-01-01 00:00:00.000002011,zolder,1.0,1.0,1.0,1.0,1.0,24M ,2022-03-18,5070073.0,1.0,2022-02-07,AFGESLOTEN,lo01010632,REM000090260    ,1105201759870            ,OHGO            ,2022-03-18,E0018712    ,6171 CE             ,0087      ,ONDERHOUD GROOT                                   ,vergeten op starten te duwen                      ,5070073.0,1.0,30500,2022-03-18,39,0,1,False,False,39.0
REM007625508    ,1917021565630,REMEHA         ,REMEHA HRC AVANTA 35C CW5 A                       ,7023      ,50142042    ,P,HUUR CV 5 JAAR                ,ZANDSTRAAT 15                           ,6176 CC             ,SPAUBEEK                                ,0015      ,2023-06-19,OHKL,1970-01-01 00:00:00.000002019,ZOLDER,1.0,1.0,2.0,2.0,2.0,24M ,2023-06-19,4684490.0,1.0,2019-09-10,AFGESLOTEN,lo00006205,REM007625508    ,1917021565630            ,ST              ,2019-09-11,50142042    ,6176 CC             ,0015      ,"STORING GEEN W.W. ALLE TAPPUNTEN, RADIATOREN STAAN",Waterdrukverlies dmv niet aangedraaide wartel reto,4684490.0,1.0,12700,2019-09-11,1378,1377,1,False,False,1378.0
REM000090259    ,0914006682910,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z340      ,E0018529    ,Z,ST. NESTER  ALL-INN 1X/2 JR OH,KLEILAGERSTRAAT 11                      ,5953 NZ             ,REUVER                                  ,0011      ,2022-10-11,OHKL,1970-01-01 00:00:00.000002009,berging,3.0,1.0,1.0,1.0,2.0,24M ,2022-10-11,4780703.0,1.0,2020-03-13,AFGESLOTEN,lo00198819,REM000090259    ,0914006682910            ,OHKL            ,2020-11-04,E0018529    ,5953 NZ             ,0011      ,"OHKL. GEEN ZIEKEN, GRAAG MONDKAPJE DRAGEN.        ",parameter 1 op 75 graden gezet stond op 37        ,4780703.0,1.0,23441,2020-11-04,942,706,1,False,False,942.0
REM000090295    ,2002323197490,REMEHA         ,REMEHA HRC AVANTA 35 C CW5                        ,2100      ,50189707    ,P,COMFORT                       ,GOSELINGSTRAAT 10                       ,6129 HT             ,URMOND                                  ,0010      ,2023-10-03,OHKL,1970-01-01 00:00:00.000002020,ZOLDER,1.0,1.0,1.0,1.0,1.0,24M ,2023-10-03,5290194.0,1.0,2023-09-04,AFGESLOTEN,lo00084368,REM000090295    ,2002323197490            ,EB              ,2023-10-02,50189707    ,6129 HT             ,0010      ,"REMEHA AVANTA, BJ:2020, ZOLDER,VVV, VASTE TRAP,   ","uurloon niet doorberekenen naar klant, materiaal a",5290194.0,3.0,26451,2023-10-03,29,0,1,False,False,29.0
REM000090260    ,132660760413,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z336      ,E0013457    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,ENGERSTRAAT 18                          ,6446 XJ             ,BRUNSSUM                                ,0018      ,2022-06-29,OHKL,1970-01-01 00:00:00.000002013,OVERLOOP,1.0,1.0,2.0,4.0,1.0,24M ,2022-06-29,5072513.0,1.0,2022-02-07,AFGESLOTEN,lo00463433,REM000090260    ,132660760413             ,OHGO            ,2022-06-28,E0013457    ,6446 XJ             ,0018      ,"ONDERHOUD GROOT, VVV, GEEN ZIEKEN                 ",na ohgo storing e8 kan morgen zelf niet terug ivm ,5072513.0,1.0,12700,2022-06-28,142,1,1,False,False,142.0
REM007768357    ,2219378170,REMEHA         ,AVANTA ACE HR COMBI KETEL 28C CW4 60/100          ,Z110      ,E0020127    ,Z,ZAKELIJK BASIS 12 M           ,EUROPALAAN 837                          ,6441 VW             ,BRUNSSUM                                ,0837      ,2023-04-17,OH,1970-01-01 00:00:00.000002020,ALGEMENE RUIMTE 1E VERD,1.0,1.0,1.0,1.0,1.0,12M ,2020-12-09,4846182.0,1.0,2020-12-03,AFGESLOTEN,lo00526118,REM007768357    ,2219378170               ,OHGO            ,2020-12-09,E0020127    ,6441 VW             ,0837      , ONDERHOUD GROOT 1/2 VTV BELLEN 0620615927        ,rookgasafvoer vervangen 45 gr en rechte stuk      ,4846182.0,1.0,26141,2020-12-09,6,0,1,False,False,6.0
REM000090260    ,2010011688,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z336      ,E0009559    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,DWARSSTRAAT 19                          ,6361 XM             ,NUTH                                    ,0019      ,2022-07-13,OHKL,1970-01-01 00:00:00.000002010,BERGING BG,1.0,1.0,2.0,4.0,1.0,24M ,2022-07-13,4561919.0,1.0,2018-11-20,AFGESLOTEN,lo00506517,REM000090260    ,2010011688               ,ST              ,2018-11-21,E0009559    ,6361 XM             ,0019      ,"PM RADIATOR BADKAMER LOOPT NIET MEE, KRAAN RAD.   ",ontluchter radiator defect                        ,4561919.0,1.0,32400,2018-11-21,1331,1330,1,False,False,1331.0
REM000090260    ,201801011914,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,DIRGELEN 32                             ,6171 DE             ,STEIN LB                                ,0032      ,2022-03-30,OHKL,1970-01-01 00:00:00.000002010,BERGING,1.0,1.0,2.0,2.0,1.0,24M ,2022-03-30,5072383.0,1.0,2022-02-07,AFGESLOTEN,lo00424318,REM000090260    ,201801011914             ,OHGO            ,2022-03-30,E0018712    ,6171 DE             ,0032      ,"ONDERHOUD GROOT, GEEN ZIEKEN, VVV                 ",max.sensor geplaatst                              ,5072383.0,1.0,30500,2022-03-30,51,0,1,False,False,51.0
REM007768357    ,2219378170,REMEHA         ,AVANTA ACE HR COMBI KETEL 28C CW4 60/100          ,Z110      ,E0020127    ,Z,ZAKELIJK BASIS 12 M           ,EUROPALAAN 837                          ,6441 VW             ,BRUNSSUM                                ,0837      ,2023-04-17,OH,1970-01-01 00:00:00.000002020,ALGEMENE RUIMTE 1E VERD,1.0,1.0,1.0,1.0,1.0,12M ,2020-12-09,4846182.0,1.0,2020-12-03,AFGESLOTEN,lo00526118,REM007768357    ,2219378170               ,OHGO            ,2020-12-09,E0020127    ,6441 VW             ,0837      , ONDERHOUD GROOT 1/2 VTV BELLEN 0620615927        ,rookgasafvoer vervangen 45 gr en rechte stuk      ,4846182.0,1.0,31581,2020-12-09,6,0,1,False,False,6.0
REM000090260    ,0903192727290000905041432,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,DOKTER POELSSTRAAT 55                   ,6181 CN             ,ELSLOO LB                               ,0055      ,2023-04-21,OHGO,1970-01-01 00:00:00.000002015,zolder,1.0,1.0,1.0,1.0,1.0,24M ,2023-04-21,4906660.0,1.0,2021-01-17,AFGESLOTEN,lo00033912,REM000090260    ,0903192727290000905041432,OHGO            ,2021-09-20,E0018712    ,6181 CN             ,0055      ,"OHGO, GRAAG DE MAX WATERDRUK EN TEMP GEVEN. GEEN  ",Bewoner niet thuis!                               ,4906660.0,1.0,30600,2021-09-20,824,578,1,False,False,824.0
REM000090295    ,2002323197490,REMEHA         ,REMEHA HRC AVANTA 35 C CW5                        ,2100      ,50189707    ,P,COMFORT                       ,GOSELINGSTRAAT 10                       ,6129 HT             ,URMOND                                  ,0010      ,2023-10-03,OHKL,1970-01-01 00:00:00.000002020,ZOLDER,1.0,1.0,1.0,1.0,1.0,24M ,2023-10-03,5290194.0,1.0,2023-09-04,AFGESLOTEN,lo00084368,REM000090295    ,2002323197490            ,EB              ,2023-10-02,50189707    ,6129 HT             ,0010      ,"REMEHA AVANTA, BJ:2020, ZOLDER,VVV, VASTE TRAP,   ","uurloon niet doorberekenen naar klant, materiaal a",5290194.0,3.0,29581,2023-10-03,29,0,1,False,False,29.0
REM000090260    ,0933707913010,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,STATIONSSTRAAT 10                       ,6181 AJ             ,ELSLOO LB                               ,0010      ,2023-05-15,OHKL,1970-01-01 00:00:00.000002009,BERGING,3.0,1.0,2.0,4.0,2.0,24M ,2023-05-15,4607555.0,1.0,2019-02-17,AFGESLOTEN,lo01011113,REM000090260    ,0933707913010            ,OHGO            ,2019-09-24,E0018712    ,6181 AJ             ,0010      , ONDERHOUD UITVOEREN                              ,klant regelt verlichting                          ,4607555.0,1.0,35000,2019-09-24,1548,1329,1,False,False,1548.0
REM000090260    ,201801010675,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,HEERSTRAAT-NOORD 85                     ,6171 CE             ,STEIN LB                                ,0085      ,2023-04-05,OHGO,1970-01-01 00:00:00.000002015,ZOLDER,1.0,1.0,2.0,4.0,1.0,24M ,2023-04-05,4822394.0,1.0,2020-09-14,AFGESLOTEN,lo01010631,REM000090260    ,201801010675             ,ST              ,2020-09-14,E0018712    ,6171 CE             ,0085      ,GWW OP ALLE TAPPUNTEN; KAN NBEWONER NIET          ,radiatorkranen stonden dicht                      ,4822394.0,1.0,27200,2020-09-14,933,933,1,False,False,933.0
REM000090259    ,1012308964200,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z336      ,E0009559    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,ZINKENSTRAAT 14                         ,6363 EG             ,WIJNANDSRADE                            ,0014      ,2022-07-11,OHKL,1970-01-01 00:00:00.000002010,BERGING,3.0,1.0,2.0,4.0,1.0,24M ,2022-07-11,5068793.0,1.0,2022-02-07,AFGESLOTEN,lo00506696,REM000090259    ,1012308964200            ,OHGO            ,2022-07-11,E0009559    ,6363 EG             ,0014      ,ONDERHOUD GROOT                                   ,toestel in orde gemaakt.                          ,5068793.0,1.0,19741,2022-07-11,154,0,1,False,False,154.0
REM000090260    ,100960875946,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,STATIONSSTRAAT 8                        ,6181 AJ             ,ELSLOO LB                               ,0008      ,2023-05-12,OHGO,1970-01-01 00:00:00.000002010,BERGING,1.0,1.0,1.0,1.0,2.0,24M ,2023-05-12,4973141.0,1.0,2021-09-07,AFGESLOTEN,lo01011112,REM000090260    ,100960875946             ,ST              ,2021-09-08,E0018712    ,6181 AJ             ,0008      ,"BIJ WW GEBRUIK SPRINGT CV AAN, GEEN ZIEKEN, VVV   ",warmtewisselaar ook uitgezogen en gereinigd dus me,4973141.0,1.0,30500,2021-09-08,612,611,1,False,False,612.0
REM000090260    ,1905020785820,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,7023      ,50138995    ,P,HUUR CV 5 JAAR                ,BRUNSSUMMERWEG 1                        ,6373 ES             ,LANDGRAAF                               ,0001      ,2022-02-11,OHGO,1970-01-01 00:00:00.000002019,ZOLDER,1.0,1.0,2.0,2.0,1.0,24M ,2022-02-11,4618430.0,1.0,2019-03-25,AFGESLOTEN,lo00337689,REM000090260    ,1905020785820            ,ST              ,2019-03-25,50138995    ,6373 ES             ,0001      , B AT 30 MIN VTV 0624662065 IOV RODERLAND KETEL   ,klant had zelf slimme thermostaat geÃ¯nstalleerd e,4618430.0,1.0,27400,2019-03-25,1054,1054,1,False,False,1054.0
REM000090260    ,2105325884730,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z336      ,E0009557    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,AZALEASTRAAT 14                         ,6301 XB             ,VALKENBURG LB                           ,0014      ,2023-07-04,OHGO,1970-01-01 00:00:00.000002021,KELDER,1.0,1.0,1.0,1.0,1.0,24M ,2023-07-04,5223189.0,1.0,2023-02-02,AFGESLOTEN,lo00505533,REM000090260    ,2105325884730            ,OHKLST          ,2023-07-04,E0009557    ,6301 XB             ,0014      ,"MAAKT SOMS KORTSLUITING, IEMAND VAN WS            ","toestel en pomp werken beide keurig naar behoren, ",5223189.0,1.0,30400,2023-07-04,152,0,1,False,False,152.0
REM000090260    ,141060903896,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,1200      ,50092202    ,P,BASIS 24 M                    ,SCHADIJKERWEG 12                        ,5964 NB             ,HORST                                   ,0012      ,2022-08-25,OHGO,1970-01-01 00:00:00.000002014,ZOLDER,1.0,1.0,1.0,1.0,2.0,24M ,2022-08-25,4796321.0,1.0,2020-05-18,AFGESLOTEN,lo00181691,REM000090260    ,141060903896             ,ST              ,2020-05-18,50092202    ,5964 NB             ,0012      ,"GEEN WW, STCODE E4,  MEERDERE MALEN RESET         ",iol met Bart Zorge 15 min berekenen               ,4796321.0,1.0,12700,2020-05-18,829,829,1,False,False,829.0
REM000090260    ,0824705214000,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z100      ,E0020274    ,Z,ZAKELIJK COMFORT              ,KERKWEG 127                             ,6155 KL             ,PUTH                                    ,0127      ,2023-10-18,OHGO,1970-01-01 00:00:00.000002008,ZOLDER,1.0,1.0,4.0,4.0,2.0,12M ,2023-10-18,5001085.0,1.0,2021-11-23,AFGESLOTEN,lo00383649,REM000090260    ,0824705214000            ,ST              ,2021-11-24,E0020274    ,6155 KL             ,0127      ,"B 0610486356, Geen cv/ww, E13, Bijgevuld/GEEN     ",circulatiepomp defect                             ,5001085.0,2.0,19741,2021-11-25,694,692,1,False,False,694.0
REM000090260    ,0729603612630,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,2100      ,50174686    ,P,COMFORT                       ,VESTESINGEL 69                          ,6049 LC             ,HERTEN                                  ,0069      ,2021-11-01,OHKL,1970-01-01 00:00:00.000002007,ZOLDER,1.0,1.0,1.0,1.0,2.0,24M ,2021-11-01,4409013.0,1.0,2017-09-03,AFGESLOTEN,lo00485634,REM000090260    ,0729603612630            ,OHGOST          ,2017-11-03,50070481    ,6049 LC             ,0069      ,ONDERHOUD GROOT GCV WEL WW  (ALLES GECONTROLEERD) ,driewegklep defect 7-11-2017 driewegklep verv voor,4409013.0,3.0,19941,2017-11-08,1520,1454,1,False,False,1520.0
REM000090260    ,201801010856,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,PAULUS POTTERSTRAAT 4                   ,6181 AZ             ,ELSLOO LB                               ,0004      ,2023-08-11,OHKL,1970-01-01 00:00:00.000002011,ZOLDER,1.0,1.0,2.0,4.0,2.0,24M ,2023-08-11,5234373.0,1.0,2023-02-02,AFGESLOTEN,lo01011153,REM000090260    ,201801010856             ,OHGO            ,2023-08-11,E0018712    ,6181 AZ             ,0004      ,"ONDERHOUD GROOT, VVV                              ",Mv niet in systeem                                ,5234373.0,1.0,26481,2023-08-11,190,0,1,False,False,190.0
REM000090259    ,0613001278230,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,2100      ,50097023    ,P,COMFORT                       ,BROEKHIN ZUID 5                         ,6042 EA             ,ROERMOND                                ,0005      ,2022-03-31,OHGO,1970-01-01 00:00:00.000002006,CV RUIMTE,1.0,1.0,2.0,2.0,2.0,24M ,2022-03-31,4741655.0,1.0,2020-02-23,AFGESLOTEN,lo00390871,REM000090259    ,0613001278230            ,ST              ,2020-02-23,50097023    ,6042 EA             ,0005      ,GCV. DISPLAY IS LEEG.                             ,veiligheid ntc geplaatst.                         ,4741655.0,1.0,20300,2020-02-23,767,767,1,False,False,767.0
REM000090260    ,2010011749,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z336      ,E0009559    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,TULPSTRAAT 6                            ,6361 JC             ,NUTH                                    ,0006      ,2022-11-01,OHKL,1970-01-01 00:00:00.000002010,KELDER,1.0,5.0,2.0,4.0,1.0,24M ,2022-11-01,5070948.0,1.0,2022-02-07,AFGESLOTEN,lo00506293,REM000090260    ,2010011749               ,OHGO            ,2022-11-01,E0009559    ,6361 JC             ,0006      ,ONDERHOUD GROOT                                   ,"Exp vat is kapot, hangt aan geknelde leiding buite",5070948.0,1.0,17081,2022-11-01,267,0,1,False,True,1335.0
REM000090260    ,0719303174850,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,DAMIATESTRAAT 13                        ,6171 PG             ,STEIN LB                                ,0013      ,2023-07-25,OHKL,1970-01-01 00:00:00.000002007,zolder,1.0,1.0,4.0,4.0,1.0,24M ,2023-07-25,4597188.0,2.0,2019-05-07,AFGESLOTEN,lo00033623,REM000090260    ,0719303174850            ,OHGO            ,2019-05-07,E0018712    ,6171 PG             ,0013      ,AM ONDERHOUD UITVOEREN                            ,"wisselaar lekt, besteld                           ",4597188.0,2.0,30000,2019-05-07,1540,1540,1,False,False,1540.0
REM000090260    ,201801012077,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,AELSERHOF 71                            ,6181 LB             ,ELSLOO LB                               ,0071      ,2022-10-18,OHGO,1970-01-01 00:00:00.000002012,BERGING,1.0,1.0,2.0,2.0,1.0,24M ,2022-10-18,4745866.0,1.0,2020-02-21,AFGESLOTEN,lo01011328,REM000090260    ,201801012077             ,OHGO            ,2020-12-29,E0018712    ,6181 LB             ,0071      , ONDERHOUD UITVOEREN                              ,onderdeel opgehaald collega en veiligheids sensor ,4745866.0,1.0,30500,2020-12-29,970,658,1,False,False,970.0
REM000090260    ,ZI00000766,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z345      ,E0018712    ,Z,ZAAM WONEN ALL IN 1X/ 2 JR OH ,VAN DER MARCKSTRAAT 31                  ,6171 PN             ,STEIN LB                                ,0031      ,2023-08-07,OHKL,1970-01-01 00:00:00.000002017,SLAAPKAMER,1.0,1.0,1.0,1.0,2.0,24M ,2023-08-07,4616980.0,1.0,2019-03-20,AFGESLOTEN,lo00033523,REM000090260    ,ZI00000766               ,ST              ,2019-03-21,E0018712    ,6171 PN             ,0031      ,"B AM 30 MIN VTV WEL0631976002, CV, WATER DUURT    ",alles werkte goed.                                ,4616980.0,1.0,27100,2019-03-21,1601,1600,1,False,False,1601.0
REM000090259    ,2478179928,REMEHA         ,REMEHA HRC AVANTA 24 C CW3                        ,Z304      ,E0009508    ,Z,ZCS+ WSTG.MEERSSEN 1X/2 JR OH ,HEILIGENBERGSTRAAT 36                   ,6241 DG             ,BUNDE                                   ,0036      ,2022-07-26,OHKL,1970-01-01 00:00:00.000002008,BERGING,2.0,1.0,2.0,2.0,2.0,24M ,2022-07-26,5074480.0,1.0,2022-02-07,AFGESLOTEN,lo00273309,REM000090259    ,2478179928               ,OHKLST          ,2022-07-22,E0009508    ,6241 DG             ,0036      ,B 1/2 U VTV 0628962063; ONDERHOUD KLEIN; GWW OP   ,wisselaar defect                                  ,5074480.0,1.0,20341,2022-07-22,169,4,1,False,False,169.0
REM000090260    ,0902192144480000905041223,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,Z336      ,E0013457    ,Z,WONEN ZUID ALL-IN 1X/2JR OH   ,PLEINSTRAAT 4                           ,6446 XD             ,BRUNSSUM                                ,0004      ,2023-04-21,OHKL,1970-01-01 00:00:00.000002013,Keuken,0.0,0.0,0.0,0.0,0.0,24M ,2023-04-21,4775176.0,1.0,2020-03-13,AFGESLOTEN,lo00463475,REM000090260    ,0902192144480000905041223,OHKL            ,2020-07-17,E0013457    ,6446 XD             ,0004      ,"ONDERHOUD UITVOEREN, CORONA REGELS BEKEND         ",iom falton subcall vanmiddag                      ,4775176.0,1.0,32100,2020-07-17,1134,1008,1,False,False,0.0
REM000090260    ,1903220663750,REMEHA         ,REMEHA HRC AVANTA 28 C CW4                        ,2105      ,50146140    ,P,ESSENT STANDAARD              ,STATIONSTRAAT 24                        ,6247 BL             ,GRONSVELD                               ,0024      ,2022-11-16,OHGO,1970-01-01 00:00:00.000002020,KELDER,1.0,1.0,2.0,2.0,2.0,24M ,2022-11-16,5054777.0,1.0,2022-01-18,AFGESLOTEN,lo90006183,REM000090260    ,1903220663750            ,OHKLST          ,2022-11-16,50146140    ,6247 BL             ,0024      ,B ONDERHOUD KLEIN EN STORING. LEKKAGE UIT MANTEL  ,"auto ontluchter , eventueel leidingsset vv ,klant ",5054777.0,1.0,30400,2022-11-16,302,0,1,False,False,302.0
REM000000042    ,0603700911020,REMEHA         ,REMEHA HRC AVANTA                                 ,2100      ,50160261    ,P,COMFORT                       ,SEFFENTERSTRAAT 41                      ,6291 GB             ,VAALS                                   ,0041      ,2022-11-28,OHGO,1970-01-01 00:00:00.000002006,ZOLDER,2.0,1.0,2.0,2.0,2.0,24M ,2022-11-28,4735535.0,1.0,2020-02-05,AFGESLOTEN,lo00438483,REM000000042    ,0603700911020            ,OHGO            ,2020-06-01,50036407    ,6291 GB             ,0041      , ONDERHOUD UITVOEREN                              ,gaslek onder toestel verholpen                    ,4735535.0,1.0,23441,2020-06-05,1027,906,1,False,False,1027.0
REM000000042    ,ZI00004078,REMEHA         ,REMEHA HRC AVANTA                                 ,2100      ,50163680    ,P,COMFORT                       ,HENRI HERMANSLAAN 276                   ,6162 GM             ,GELEEN                                  ,0276      ,2022-01-10,OHKL,1970-01-01 00:00:00.000002006,KEUKEN,1.0,1.0,1.0,2.0,1.0,24M ,2022-01-10,4853033.0,2.0,2020-12-28,AFGESLOTEN,lo00078186,REM000000042    ,ZI00004078               ,ST              ,2020-12-28,50051368    ,6162 GM             ,0276      ,"B 30 MIN VTV 0655762439 GISTEREN MONTEUR GEWEEST, ",kabelset vv                                       ,4853033.0,2.0,26441,2020-12-28,378,378,1,False,False,378.0
